,函數,參數0,參數1,參數2,參數3,參數4,參數5,參數6,參數7,參數8,參數9,參數10,參數11,參數12
wait,,,,,,,,,,,,,,
0,說話,"""政大""","""喜""","""線性""",0.25,568,,,1,"""「很簡單的。提示就是，為什麼我會以『政治』二字為命名？」""",,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""政治是……呃，所以應該是這樣的嗎？""",,,,,,,,,,,
0,選項,"""做出世界頂尖麵包""","""執行函數包""","""[['前往章節','a2-10-2'],['清空預建選項記錄'],['預建選項記錄','參數增加','政大','好感度',0],['儲存選項記錄','q7']]""",,,,,,,,,,
0,選項,"""訓練一流電競選手""","""執行函數包""","""[['前往章節','a2-10-2'],['清空預建選項記錄'],['預建選項記錄','參數增加','政大','好感度',0],['儲存選項記錄','q7']]""",,,,,,,,,,
0,選項,"""培育國家管理人才""","""執行函數包""","""[['前往章節','a2-10-1'],['清空預建選項記錄'],['預建選項記錄','參數增加','政大','好感度',1],['儲存選項記錄','q7']]""",,,,,,,,,,
0,選項,"""寫出超棒輕小說""","""執行函數包""","""[['前往章節','a2-10-2'],['清空預建選項記錄'],['預建選項記錄','參數增加','政大','好感度',0],['儲存選項記錄','q7']]""",,,,,,,,,,
wait,"""choose""",,,,,,,,,,,,,
end,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
tag,a2-10-1,,,,,,,,,,,,,
0,說話,"""政大""","""樂""","""線性""",0.25,568,,,1,"""「沒錯，看來""+MEM[""姓""]+""同學懂的不少。」""",,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""還好上公民課時沒睡著。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,前往章節,"""c2-11""",,,,,,,,,,,,
wait,,,,,,,,,,,,,,
end,,,,,,,,,,,,,,
,,,,,,,,,1,,,,,
tag,a2-10-2,,,,,,,,,,,,,
0,說話,"""政大""","""怒""","""線性""",0.25,568,,,1,"""「會做出這樣的回答……""+MEM[""姓""]+""同學是故意的嗎？」""",,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「呃，呃不……」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,前往章節,"""c2-11""",,,,,,,,,,,,
wait,,,,,,,,,,,,,,
end,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
tag,c2-11,,,,,,,,,,,,,
0,說話,"""政大""","""喜""","""線性""",0.25,568,,,1,"""「政治便是各種團體進行集體決策的過程……對一個國家而言，就相當於是國家的管理人員。」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""政大""","""喜""","""線性""",0.25,568,,,1,"""「而我最初的任務，就是培育出優秀的管理人才。」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""政大""","""喜""","""線性""",0.25,568,,,1,"""「目前國家的高級官員，有許多都是從我這裡畢業的。」""",,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「唔……也包括之前那些高教司的官員嗎？」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,說話,"""政大""","""哀""","""線性""",0.25,568,,,1,"""「……是的。」""",,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""實在不太想再去回憶跟高教司有關的事。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""畢竟不久前的「五年五百億」事件，引起各大學間的紛爭，可說是高教司一手造成的。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""但是，這不是政大的責任。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""學校只是實行教育的場所。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""要造就一個人，影響的因素太多了。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,說話,"""政大""","""平""","""線性""",0.25,568,,,1,"""「政府即為政治活動的主要場所，負責針對國家各方面事務制定政策。」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""政大""","""平""","""線性""",0.25,568,,,1,"""「所以政府就像是國家的頭腦，而人民則有如國家的軀幹四肢。」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""政大""","""哀""","""線性""",0.25,568,,,1,"""「若是政府忽視人民意願，一意孤行地執行自己期望的政策，那麼國家只有走向衰敗一途……」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""政大""","""驚""","""線性""",0.25,568,,,1,"""「……啊。」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""驚""","""線性""",0.75,568,,,1,"""「信裡的這個故事，該不會是……」""",,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""連我也聽出來了。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「這故事難道就是在說，政府無視人民意志造成的後果嗎？」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,說話,"""政大""","""哀""","""線性""",0.25,568,,,1,"""「不知道……呢。」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""政大""","""哀""","""線性""",0.25,568,,,1,"""「但是，也確實可以這樣解釋。」""",,,,
wait,,,,,,,,,,,,,,
0,表情,"""輔仁""","""哀""",,,,,,,,,,,
0,旁白,,"""政大說完，我不禁感嘆。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""決定五百億補助去處的不是各大學，更不該是我一個人。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""或許讓更多人參與這項決策的產生，會得到更加公正的結果。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""驚""","""線性""",0.75,568,,,1,"""「等等，最後面還有一行字耶！」""",,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""「最後的線索：負責籌備大學聯合聖誕舞會的人是？」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「怎麼會有這種奇怪的問題……不就是政大跟輔仁嗎？」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""信件末尾留下的這個問題，著實考倒了我們三個。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""直到動物園的場勘結束，都沒能解答出來。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,淡出,"""透明度""",0,100,1,,,,,,,,,
wait,,,,,,,,,,,,,,
0,分歧判斷,"""c2-11""",,,,,,,,,,,,
wait,"""check""",,,,,,,,,,,,,
end,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
tag,c壞結局,,,,,,,,,,,,,
0,音樂,"""BGM1""",,,,,,,,,,,,
0,禁止略過,,,,,,,,,,,,,
0,禁止自動,,,,,,,,,,,,,
0,所有角色移除,,,,,,,,,,,,,
0,淡入,"""透明度""",100,0,1,,,,,,,,,
0,背景,"""主角房間""",0,,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""本該是美好的冬日早晨。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""滲進窗縫的凜冽寒風，讓我即使裹著厚重的棉被，仍然冷得全身直打哆嗦。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""我艱難地掀開棉被，靜靜坐在床頭發呆。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""過了數分鐘左右，我才想起昨天是聖誕節。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""然而在我心中，卻沒有半點殘餘的快樂情緒。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""說來慚愧，那天我很努力地協助輔大和政大決定舞會場地，最後仍舊沒辦法解決她們的紛爭。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""加上東奔西走了一整天的結果，就是當晚得了重感冒，而只能待在家裡休息。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""難得一年一度的聖誕節，就這樣在床上稀裡糊塗地過去。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""我看過手機，從台藝大那邊傳來的訊息得知舞會的參加人數似乎並不理想，更沒有達到預期的招生效果。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""追根究柢來看，應該就是場地選得不好的緣故。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""雖然台藝大沒有明講，但我還是心裡有數。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""想要送訊息給輔大和政大，也不知該安慰還是她們。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""如果時間能夠倒流回當天、如果更加謹慎地思考她們的問題，或許會有更完美的結果吧。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""然而再多的懊悔，都已經太遲了……""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,抵達結局,1,,,,,,,,,,,,
0,Transition,"""Share""",,,,,,,,,,,,
wait,"""end""",,,,,,,,,,,,,
end,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
tag,c2-12,,,,,,,,,,,,,
0,所有角色移除,,,,,,,,,,,,,
0,淡入,"""透明度""",100,0,1,,,,,,,,,
0,背景,"""動物園入口""",0,,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「呼，總算是告一段落了。」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""哀""","""線性""",0.75,568,,,1,"""「好累啊～～真想快點回去休息。」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""政大""","""平""","""線性""",0.25,568,,,1,"""「在此之前……也該做出決定了。」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""怒""","""線性""",0.75,568,,,1,"""「沒辦法。""+MEM[""暱稱""]+""！」""",,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「怎、怎麼？」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""怒""","""線性""",0.75,568,,,1,"""「還怎麼，不是一早就說了嗎？」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""喜""","""線性""",0.75,568,,,1,"""「看過我跟政大所選的場地後，要由你來決定哪個場地比較適合舉行聖誕舞會！」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""政大""","""喜""","""線性""",0.25,568,,,1,"""「就如之前約定好的。」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""政大""","""喜""","""線性""",0.25,568,,,1,"""「不管你選哪一邊，另一個人都不能有怨言……」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁&政大""","""喜""",,,,,,1,"""「「那麼，你選的是哪邊呢？」」""",,,,
0,角色彩度,"""輔仁""",100,100,100,,,,,,,,,
0,角色彩度,"""政大""",100,100,100,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""唔呃呃……怎麼感覺好像跟修羅場一樣？""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,前往章節,"""c2-13""",,,,,,,,,,,,
wait,,,,,,,,,,,,,,
end,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
tag,c2-13,,,,,,,,,,,,,
0,旁白,,"""和輔仁與政大經歷了這麼多事，不管是哪一邊，我都不想讓她失望。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""絕對要慎重地考慮選項。有沒有誰都不得罪的選項呢？""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""或者……是更加成熟、妥當的答案？""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""究竟，哪個場地比較適合舉行聖誕舞會呢？""",,,,,,,,,,,
0,選項,"""輔大的新莊棒球場""","""執行函數包""","""[['前往章節','a2-13-1']]""",,,,,,,,,,
0,選項,"""政大的木柵動物園""","""執行函數包""","""[['前往章節','a2-13-1']]""",,,,,,,,,,
0,選項,"""以上皆是""","""執行函數包""","""[['前往章節','a2-13-1']]""",,,,,,,,,,
0,選項,"""以上皆非""","""執行函數包""","""[['前往章節','c2-14']]""",,,,,,,,,,
wait,"""choose""",,,,,,,,,,,,,
end,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
tag,a2-13-1,,,,,,,,,,,,,
0,旁白,,"""不對！心裡總覺得應該還有更好的答案。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""再想想，那個信件最後出現的問題，肯定另有玄機……""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,前往章節,"""c2-13""",,,,,,,,,,,,
wait,,,,,,,,,,,,,,
end,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
tag,c2-14,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「咳嗯！那我""+MEM[""姓名""]+""，就在這裡做出結論了。」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「我的結論是──」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""驚""","""線性""",0.75,568,,,1,"""「……」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""政大""","""驚""","""線性""",0.25,568,,,1,"""「……」""",,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「──妳們兩個所選的地點，都不通過。」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""驚""","""線性""",0.75,568,,,1,"""「怎麼會！」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""政大""","""驚""","""線性""",0.25,568,,,1,"""「""+MEM[""姓""]+""同學，可以請教你理由嗎？」""",,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「首先輔仁，棒球場雖然交通便利、場地也很寬廣……」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「但是舉行舞會很可能會傷害原有的草皮和紅土吧？」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""驚""","""線性""",0.75,568,,,1,"""「啊呀！」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""哀""","""線性""",0.75,568,,,1,"""「應該、應該有辦法避免……」""",,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「『應該』是很難說服場地出借方的吧。」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「就算棒球場願意借給我們，最後造成了損害，我們仍然得賠償對方。」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""哀""","""線性""",0.75,568,,,1,"""「嗚嗚……」""",,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「至於政大……」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「若是在夜晚舉行舞會，會不會影響到園裡動物的作息呢？」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,說話,"""政大""","""哀""","""線性""",0.25,568,,,1,"""「這……很難保證。」""",,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「同樣的道理，我想這也不能算是個很好的場地。」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,說話,"""政大""","""哀""","""線性""",0.25,568,,,1,"""「嗯……確實有理。」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""怒""","""線性""",0.75,568,,,1,"""「那我們到底該選哪裡嘛！今天場勘已經結束了，棒球場跟動物園也都關門了！」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""政大""","""驚""","""線性""",0.25,568,,,1,"""「難道說，""+MEM[""姓""]+""同學有更好的選擇？」""",,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「……沒錯。」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,表情,"""政大""","""平""",,,,,,,,,,,
0,表情,"""輔仁""","""平""",,,,,,,,,,,
0,旁白,,"""關鍵的答案就在──信件最後面那個問題的答案裡！""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""負責籌備大學聯合聖誕舞會的人，是政大和輔仁。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""是政大和，輔仁……""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""「是政輔」、「市政府」……""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""沒錯，這就是答案！""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「好了，輔仁跟政大，妳們兩個準備好要跑了嗎？」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""驚""","""線性""",0.75,568,,,1,"""「欸欸欸！怎麼這麼突然？」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""政大""","""驚""","""線性""",0.25,568,,,1,"""「請等一下，我還沒準備好……」""",,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「我們現在就得出發。如果我沒猜錯的話，那邊應該有人在等我們了！」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,淡出,"""透明度""",0,100,1,,,,,,,,,
wait,,,,,,,,,,,,,,
0,前往章節,"""c3-0""",,,,,,,,,,,,
wait,,,,,,,,,,,,,,
end,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
tag,c3-0,,,,,,,,,,,,,
0,所有角色移除,,,,,,,,,,,,,
0,淡入,"""透明度""",100,0,1,,,,,,,,,
0,背景,"""繁華街道""",0,,,,,,,,,,,
0,場景範圍解除,,,,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""當我們抵達下個地點時，緋紅的夕陽早已隱沒在群山的盡頭。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""夜色雖深，城市的燈火依然璀璨。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""我們來到了台北捷運的市政府站，周遭高樓大廈林立，其中有著名的一零一大樓以及世貿中心，可說是全國最為繁華的地區。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""由於是聖誕節前夕，附近人潮熙來攘往，不時能聽見歡快的談笑聲，比平日更為熱鬧。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,背景,"""市府路""",0,,,,,,,,,,,
0,旁白,,"""然而此時的市政府前廣場，卻是一片寂寥。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""或許是離商場較遠的緣故，尋常遊客並不會對這個區域特別感興趣。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""空曠的廣場中央，只有一群衣著鮮明的年輕男女。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「果然是你們啊。」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""我一眼就認出了那些人。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""帝大、成大、台藝大、清大、交大、陽明……眾大學正齊聚於此。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""偷走企劃書的人，必須熟知輔仁與政大是舞會籌備委員，而且還知道她們所選的地點，並設計出謎題。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""再加上謎題前後的敘述風格差異甚大，綜合以上線索，就能推論出犯人是眾大學了。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,說話,"""台藝大""","""平""","""線性""",0.9,568,,,1,"""「太慢了吧！到底還要我們等多久啊！」""",,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「發什麼脾氣啊！要我們用解謎這麼麻煩的方式才能找到這裡的，不就是你們嗎？」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,角色移除,"""台藝大""",0,"""Portrait""",,,,,,,,,,
0,說話,"""成大""","""平""","""線性""",0.6,568,,,1,"""「看來你已經理解了我們的用意了呢，""+MEM[""暱稱""]+""。」""",,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「啊啊，雖然我是無緣無故被牽扯進來的……不，或許我是非得介入不可。」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,角色移除,"""成大""",0,"""Portrait""",,,,,,,,,,
0,說話,"""輔仁""","""驚""","""線性""",0.75,568,,,1,"""「台藝大，到底是怎麼回事啊？」""",,,,
wait,,,,,,,,,,,,,,
0,角色移除,"""輔仁""",0,"""Portrait""",,,,,,,,,,
0,說話,"""台藝大""","""平""","""線性""",0.9,568,,,1,"""「還不是因為妳跟政大──負責大學聯合舞會的兩個人，遲遲沒辦法達成共識？」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""台藝大""","""平""","""線性""",0.9,568,,,1,"""「到了即將舉行舞會的日子，仍舊在爭執不休。」""",,,,
wait,,,,,,,,,,,,,,
0,角色移除,"""台藝大""",0,"""Portrait""",,,,,,,,,,
0,說話,"""成大""","""平""","""線性""",0.6,568,,,1,"""「為了避免舞會被迫延期的事態發生，我們才會不得不採用比較激烈的手段，讓妳們重視合作的重要性。」""",,,,
wait,,,,,,,,,,,,,,
0,角色移除,"""成大""",0,"""Portrait""",,,,,,,,,,
0,說話,"""陽明""","""平""","""線性""",0.68,568,,,1,"""「哼，真是難看。整天打架吵鬧，應該是『青椒小子』的專利才對哦？」""",,,,
wait,,,,,,,,,,,,,,
0,角色移除,"""陽明""",0,"""Portrait""",,,,,,,,,,
0,說話,"""交大""","""平""","""線性""",0.47,568,,,1,"""「看來陽明對我們蠻有成見的嘛？」""",,,,
wait,,,,,,,,,,,,,,
0,角色移除,"""交大""",0,"""Portrait""",,,,,,,,,,
0,說話,"""清大""","""平""","""線性""",0.3,568,,,1,"""「來來來，咱們去旁邊交流一下感情。」""",,,,
wait,,,,,,,,,,,,,,
0,角色移除,"""清大""",0,"""Portrait""",,,,,,,,,,
0,說話,"""陽明""","""平""","""線性""",0.68,568,,,1,"""「等、等等，有話還是在大家面前攤開來講比較恰當……」""",,,,
wait,,,,,,,,,,,,,,
0,角色移除,"""陽明""",0,"""Portrait""",,,,,,,,,,
0,說話,"""政大""","""驚""","""線性""",0.25,568,,,1,"""「也就是說，我們兩人的紛爭，促成了各大學這次的祕密行動──是嗎？」""",,,,
wait,,,,,,,,,,,,,,
0,角色移除,"""政大""",0,"""Portrait""",,,,,,,,,,
0,說話,"""成大""","""平""","""線性""",0.6,568,,,1,"""「沒錯。」""",,,,
wait,,,,,,,,,,,,,,
0,角色移除,"""成大""",0,"""Portrait""",,,,,,,,,,
0,說話,"""輔仁""","""怒""","""線性""",0.75,568,,,1,"""「啊──！那麼偷走企劃書的，肯定是大葉幹的好事吧！」""",,,,
wait,,,,,,,,,,,,,,
0,角色移除,"""輔仁""",0,"""Portrait""",,,,,,,,,,
0,說話,"""大葉""","""平""","""線性""",0.1,568,,,1,"""「說、說得這麼難聽……」""",,,,
wait,,,,,,,,,,,,,,
0,角色移除,"""大葉""",0,"""Portrait""",,,,,,,,,,
0,說話,"""帝大""","""平""","""線性""",0.5,568,,,1,"""「好啦各位，閒話先暫時打住。」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""帝大""","""平""","""線性""",0.5,568,,,1,"""「""+MEM[""姓名""]+""，你果然沒有辜負我們的期待，帶著輔仁和政大來到這裡。」""",,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「是啊，這裡肯定是更適合舉行大學聯合舞會的場所了吧。」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,角色移除,"""帝大""",0,"""Portrait""",,,,,,,,,,
0,旁白,,"""市政府前廣場，也有開放給民間申請做為活動場地。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""不論是交通便利性或是空間大小，這裡各方面條件都比政大或輔仁所選的場地更好。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""更重要的是，廣場的位置差不多在輔仁與政大地理位置的中間點上。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""或許是認為，如此盛大的舞會辦在學校附近，對於招生有很大的幫助。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""我無意指責兩人的想法，若換成是我，應該也會採取相同的行動。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,,"""但如果會影響重要的任務，又是另一回事。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「可是既然你們早就有定論了，何必還要透過我？直接跟輔仁和政大說不就好了。」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,說話,"""帝大""","""平""","""線性""",0.5,568,,,1,"""「不，""+MEM[""暱稱""]+""。這個場地並不是我們想出來的。」""",,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「呃，什麼意思？」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,角色移除,"""帝大""",0,"""Portrait""",,,,,,,,,,
0,說話,"""成大""","""平""","""線性""",0.6,568,,,1,"""「真不愧是你們，這裡看起來蠻不錯的。」""",,,,
wait,,,,,,,,,,,,,,
0,角色移除,"""成大""",0,"""Portrait""",,,,,,,,,,
0,說話,"""大葉""","""平""","""線性""",0.1,568,,,1,"""「你們找到了很棒的場地呢，肯定能辦出最棒的舞會。」""",,,,
wait,,,,,,,,,,,,,,
0,角色移除,"""大葉""",0,"""Portrait""",,,,,,,,,,
0,說話,"""台藝大""","""平""","""線性""",0.9,568,,,1,"""「就是這樣，""+MEM[""暱稱""]+""。」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""台藝大""","""平""","""線性""",0.9,568,,,1,"""「場地是由舞會籌備組以及籌備組委託的你想出來的，而不是我們。」""",,,,
wait,,,,,,,,,,,,,,
0,旁白,"MEM[""名""]","""「……原來如此。」""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,角色移除,"""台藝大""",0,"""Portrait""",,,,,,,,,,
0,旁白,,"""看來是顧慮到輔仁與政大她們的心情，才用如此迂迴的方式讓我們自行找出解答。""",,,,,,,,,,,
wait,,,,,,,,,,,,,,
0,說話,"""政大""","""哀""","""線性""",0.25,568,,,1,"""「很抱歉讓各位費心了。」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""政大""","""哀""","""線性""",0.25,568,,,1,"""「無法否認我跟輔仁的爭執，對舞會籌備造成了顯著的影響。」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""哀""","""線性""",0.75,568,,,1,"""「嗚……唔……」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""輔仁""","""哀""","""線性""",0.75,568,,,1,"""「對不起，我也會好好反省的……」""",,,,
wait,,,,,,,,,,,,,,
0,角色移除,"""政大""",0,"""Portrait""",,,,,,,,,,
0,角色移除,"""輔仁""",0,"""Portrait""",,,,,,,,,,
0,說話,"""台藝大""","""平""","""線性""",0.9,568,,,1,"""「不必太過在意。嗯，說起來，我們也不過是對妳們的狀況有點在意而已。」""",,,,
wait,,,,,,,,,,,,,,
0,角色移除,"""台藝大""",0,"""Portrait""",,,,,,,,,,
0,說話,"""成大""","""平""","""線性""",0.6,568,,,1,"""「最後是靠妳們幾個<class='bold'>自行討論</class>出最合適的舞會地點，與我們無關。」""",,,,
wait,,,,,,,,,,,,,,
0,角色移除,"""成大""",0,"""Portrait""",,,,,,,,,,
0,說話,"""輔仁""","""驚""","""線性""",0.75,568,,,1,"""「欸，什麼？現在是什麼情況？」""",,,,
wait,,,,,,,,,,,,,,
0,角色移除,"""輔仁""",0,"""Portrait""",,,,,,,,,,
0,說話,"""帝大""","""平""","""線性""",0.5,568,,,1,"""「至於為什麼我們會出現在這裡？」""",,,,
wait,,,,,,,,,,,,,,
0,說話,"""帝大""","""平""","""線性""",0.5,568,,,1,"""「我們所有人，全都只是<class='bold'>恰巧路過</class>而已喔……」""",,,,
wait,,,,,,,,,,,,,,
